source,original,synonyms
GDSC1,CX-5461,CX5461
GDSC1,CX-5461,1138549366
GDSC1,CX-5461,24METHYL14DIAZEPAN1YLN5METHYLPYRAZIN2YLMETHYL5OXO5HBENZO45THIAZOLO32A18NAPHTHYRIDINE6CARBOXAMIDE
GDSC1,CX-5461,PIDNARULEX
GDSC1,CX-5461,3R4C5YLB9I
GDSC1,CX-5461,2HEXAHYDRO4METHYL1H14DIAZEPIN1YLN5METHYL2PYRAZINYLMETHYL5OXO5HBENZOTHIAZOLO32A18NAPHTHYRIDINE6CARBOXAMIDE
GDSC1,CX-5461,UNII3R4C5YLB9I
GDSC1,CX-5461,24METHYL14DIAZEPAN1YLN5METHYLPYRAZIN2YLMETHYL5OXO13BENZOTHIAZOLO32A18NAPHTHYRIDINE6CARBOXAMIDE
GDSC1,CX-5461,CS0568
GDSC1,CX-5461,PIDNARULEXWHODD
GDSC1,CX-5461,PIDNARULEXINN
GDSC1,CX-5461,CHEMBL4303309
GDSC1,CX-5461,SCHEMBL12254622
GDSC1,CX-5461,CHEBI95090
GDSC1,CX-5461,DTXSID20150591
GDSC1,CX-5461,CHEBI156287
GDSC1,CX-5461,HMS3426K15
GDSC1,CX-5461,BCP02547
GDSC1,CX-5461,EXA1303
GDSC1,CX-5461,NSC782164
GDSC1,CX-5461,S2684
GDSC1,CX-5461,AKOS026750351
GDSC1,CX-5461,BCP9000561
GDSC1,CX-5461,SB17209
GDSC1,CX-5461,NCGC0034662701
GDSC1,CX-5461,NCGC0034662704
GDSC1,CX-5461,NCGC0034662708
GDSC1,CX-5461,AC32745
GDSC1,CX-5461,AS16363
GDSC1,CX-5461,BC168026
GDSC1,CX-5461,HY13323
GDSC1,CX-5461,H11164
GDSC1,CX-5461,J506426
GDSC1,CX-5461,CX5461CAS1138549366
GDSC1,CX-5461,Q27166854
GDSC1,CX-5461,24METHYL14DIAZEPAN1YLN5METHYLPYRAZIN2YLMETHYL5OXO5H13BENZOTHIAZOLO32A18NAPHTHYRIDINE6CARBOXAMIDE
GDSC1,CX-5461,5HBENZOTHIAZOLO32A18NAPHTHYRIDINE6CARBOXAMIDE2HEXAHYDRO4METHYL1H14DIAZEPIN1YLN5METHYL2PYRAZINYLMETHYL5OXO
GDSC1,PHA-793887,PHA793887
GDSC1,PHA-793887,718630592
GDSC1,PHA-793887,3METHYLN1456TETRAHYDRO66DIMETHYL51METHYL4PIPERIDINYLCARBONYLPYRROLO34CPYRAZOL3YLBUTANAMIDE
GDSC1,PHA-793887,N66DIMETHYL51METHYLPIPERIDINE4CARBONYL1456TETRAHYDROPYRROLO34CPYRAZOL3YL3METHYLBUTANAMIDE
GDSC1,PHA-793887,MKS45S912B
GDSC1,PHA-793887,CHEMBL1230607
GDSC1,PHA-793887,718630592FREEBASE
GDSC1,PHA-793887,N66DIMETHYL51METHYLPIPERIDINE4CARBONYL14DIHYDROPYRROLO34CPYRAZOL3YL3METHYLBUTANAMIDE
GDSC1,PHA-793887,BUTANAMIDE3METHYLN1456TETRAHYDRO66DIMETHYL51METHYL4PIPERIDINYLCARBONYLPYRROLO34CPYRAZOL3YL
GDSC1,PHA-793887,N66DIMETHYL51METHYLPIPERIDIN4YLCARBONYL1456TETRAHYDROPYRROLO34CPYRAZOL3YL3METHYLBUTANAMIDE
GDSC1,PHA-793887,UNIIMKS45S912B
GDSC1,PHA-793887,MLS006010173
GDSC1,PHA-793887,SCHEMBL5110328
GDSC1,PHA-793887,CHEBI91371
GDSC1,PHA-793887,DTXSID50222134
GDSC1,PHA-793887,BCPP000110
GDSC1,PHA-793887,HMS3265M13
GDSC1,PHA-793887,HMS3265M14
GDSC1,PHA-793887,HMS3265N13
GDSC1,PHA-793887,HMS3265N14
GDSC1,PHA-793887,HMS3654B16
GDSC1,PHA-793887,BCP02036
GDSC1,PHA-793887,EXA2134
GDSC1,PHA-793887,BDBM50378657
GDSC1,PHA-793887,NSC800851
GDSC1,PHA-793887,AKOS015995002
GDSC1,PHA-793887,CCG264898
GDSC1,PHA-793887,DB12686
GDSC1,PHA-793887,SB19463
GDSC1,PHA-793887,NCGC0026316801
GDSC1,PHA-793887,NCGC0026316804
GDSC1,PHA-793887,NCGC0026316806
GDSC1,PHA-793887,AC32848
GDSC1,PHA-793887,AS19371
GDSC1,PHA-793887,HY11001
GDSC1,PHA-793887,SMR004701281
GDSC1,PHA-793887,FT0660374
GDSC1,PHA-793887,S1487
GDSC1,PHA-793887,SW2202521
GDSC1,PHA-793887,C76289
GDSC1,PHA-793887,J512917
GDSC1,PHA-793887,BRDK64800655001017
GDSC1,PHA-793887,Q27163237
GDSC1,PI-103,PI103
GDSC1,PI-103,371935749
GDSC1,PI-103,34MORPHOLINOPYRIDO3245FURO32DPYRIMIDIN2YLPHENOL
GDSC1,PI-103,PIK103
GDSC1,PI-103,UNIIYQX02F616F
GDSC1,PI-103,PHENOL344MORPHOLINYLPYRIDO3245FURO32DPYRIMIDIN2YL
GDSC1,PI-103,YQX02F616F
GDSC1,PI-103,CHEBI90524
GDSC1,PI-103,371935749FREEBASE
GDSC1,PI-103,344MORPHOLINYLPYRIDO3245FURO32DPYRIMIDIN2YLPHENOL
GDSC1,PI-103,PI103HYDROBROMIDE
GDSC1,PI-103,36MORPHOLIN4YL8OXA3510TRIAZATRICYCLO740027TRIDECA1927351012HEXAEN4YLPHENOL
GDSC1,PI-103,34MORPHOLIN4YLPYRIDO3245FURO32DPYRIMIDIN2YLPHENOL
GDSC1,PI-103,X6K
GDSC1,PI-103,KINOME3597
GDSC1,PI-103,2X6K
GDSC1,PI-103,PI3KINHIBITORV
GDSC1,PI-103,34MORPHOLIN4YLPYRIDO23FURO24BPYRIMIDIN2YLPHENOL
GDSC1,PI-103,MTORINHIBITORPI103
GDSC1,PI-103,PI103HCL
GDSC1,PI-103,MLS006010988
GDSC1,PI-103,SCHEMBL258242
GDSC1,PI-103,CHEMBL573339
GDSC1,PI-103,GTPL5701
GDSC1,PI-103,BDBM25045
GDSC1,PI-103,CID9884685
GDSC1,PI-103,DTXSID40190676
GDSC1,PI-103,EXA039
GDSC1,PI-103,4L23
GDSC1,PI-103,PYRIDOFUROPYRIMIDINEDERIVATIVE2
GDSC1,PI-103,TUVCWJQQGGETHLUHFFFAOYSAN
GDSC1,PI-103,BCPP000107
GDSC1,PI-103,HMS3229C15
GDSC1,PI-103,HMS3244E11
GDSC1,PI-103,HMS3244E12
GDSC1,PI-103,HMS3244F11
GDSC1,PI-103,HMS3295E19
GDSC1,PI-103,HMS3650M10
GDSC1,PI-103,HMS3654E09
GDSC1,PI-103,AMY23717
GDSC1,PI-103,BCP01923
GDSC1,PI-103,BCP19373
GDSC1,PI-103,MFCD11983145
GDSC1,PI-103,NSC759676
GDSC1,PI-103,NSC776996
GDSC1,PI-103,S1038
GDSC1,PI-103,AKOS024462563
GDSC1,PI-103,CCG101301
GDSC1,PI-103,COMPOUND2PMID17601739
GDSC1,PI-103,CS0127
GDSC1,PI-103,NCGC0018790601
GDSC1,PI-103,NCGC0018790602
GDSC1,PI-103,NCGC0018790603
GDSC1,PI-103,NCGC0018790615
GDSC1,PI-103,36MORPHOLIN4YL8OXA3510TRIAZATRICYCLO740027TRIDECA113246911HEXAEN4YLPHENOL
GDSC1,PI-103,AC31514
GDSC1,PI-103,AS16221
GDSC1,PI-103,HY10115
GDSC1,PI-103,SMR002530603
GDSC1,PI-103,FT0712341
GDSC1,PI-103,SW2181172
GDSC1,PI-103,SR01000946304
GDSC1,PI-103,SR010009463041
GDSC1,PI-103,BRDK67868012003015
GDSC1,PI-103,Q27088379
GDSC1,PI-103,34MORPHOLINOPYRIDO23FURO24BPYRIMIDIN2YLPHENOL
GDSC1,PI-103,344MORPHOLINYL2PYRIDO23FURO24BPYRIMIDINYLPHENOL
GDSC1,PI-103,344MORPHOLINYLPYRIDO3245FURO32DPYRIMIDIN2YL
GDSC1,PI-103,36MORPHOLIN4YL8OXA3510TRIAZATRICYCLO740027TRIDECA192461012HEXAEN4YLPHENOL
GDSC1,PIK-93,PIK93
GDSC1,PIK-93,593960113
GDSC1,PIK-93,N54CHLORO3N2HYDROXYETHYLSULFAMOYLPHENYL4METHYLTHIAZOL2YLACETAMIDE
GDSC1,PIK-93,N54CHLORO32HYDROXYETHYLSULFAMOYLPHENYL4METHYL13THIAZOL2YLACETAMIDE
GDSC1,PIK-93,CHEMBL1229535
GDSC1,PIK-93,N54CHLORO32HYDROXYETHYLSULFAMOYLPHENYLTHIAZOLE2YLACETAMIDE
GDSC1,PIK-93,PI93
GDSC1,PIK-93,2CHZ
GDSC1,PIK-93,QS3XFL5JRX
GDSC1,PIK-93,SHOKATPI3KPI93
GDSC1,PIK-93,SCHEMBL48649
GDSC1,PIK-93,MLS006010977
GDSC1,PIK-93,GTPL6062
GDSC1,PIK-93,DTXSID30425868
GDSC1,PIK-93,BCPP000106
GDSC1,PIK-93,HMS3654F16
GDSC1,PIK-93,HMS3672K13
GDSC1,PIK-93,BCP01969
GDSC1,PIK-93,EXA2137
GDSC1,PIK-93,BDBM50042924
GDSC1,PIK-93,S1489
GDSC1,PIK-93,AKOS016362896
GDSC1,PIK-93,CCG264899
GDSC1,PIK-93,CS0203
GDSC1,PIK-93,DB06836
GDSC1,PIK-93,SB19248
GDSC1,PIK-93,N54CHLORO32HYDROXYETHYLAMINOSULFONYLPHENYL4METHYL2THIAZOLYLACETAMIDE
GDSC1,PIK-93,NCGC0034653601
GDSC1,PIK-93,NCGC0034653606
GDSC1,PIK-93,AC32793
GDSC1,PIK-93,AS16222
GDSC1,PIK-93,HY12046
GDSC1,PIK-93,SMR004702780
GDSC1,PIK-93,FT0761476
GDSC1,PIK-93,SW2192451
GDSC1,PIK-93,D70986
GDSC1,PIK-93,J523090
GDSC1,PIK-93,Q27088391
GDSC1,PIK-93,N54CHLORANYL32HYDROXYETHYLSULFAMOYLPHENYL4METHYL13THIAZOL2YLETHANAMIDE
GDSC1,PIK-93,N54CHLORO32HYDROXYETHYLAMINOSULFONYLPHENYL4METHYL2THIAZOLYACETAMIDE
GDSC1,PIK-93,ACETAMIDEN54CHLORO32HYDROXYETHYLAMINOSULFONYLPHENYL4METHYL2THIAZOLYL
GDSC1,PIK-93,N2Z54CHLORO32HYDROXYETHYLSULFAMOYLPHENYL4METHYL13THIAZOL23HYLIDENEACETAMIDE
GDSC1,SB52334,2PHENYLNICOTINICACID
GDSC1,SB52334,33421395
GDSC1,SB52334,2PHENYLPYRIDINE3CARBOXYLICACID
GDSC1,SB52334,2PHENYL3PYRIDINECARBOXYLICACID
GDSC1,SB52334,MFCD03069417
GDSC1,SB52334,3PYRIDINECARBOXYLICACID2PHENYL
GDSC1,SB52334,EINECS2515107
GDSC1,SB52334,SCHEMBL912675
GDSC1,SB52334,DTXSID80187060
GDSC1,SB52334,VLQVAEFYIADOKIUHFFFAOYSAN
GDSC1,SB52334,2PHENYLPYRIDIN3YLCARBOXYLICACID
GDSC1,SB52334,NSC127178
GDSC1,SB52334,AKOS015891494
GDSC1,SB52334,PS4937
GDSC1,SB52334,SB52334
GDSC1,SB52334,SY017179
GDSC1,SB52334,AM20051081
GDSC1,SB52334,CS0060518
GDSC1,SB52334,FT0645198
GDSC1,SB52334,P2452
GDSC1,SB52334,A23260
GDSC1,SB52334,EN300100753
GDSC1,SB52334,J510266
GDSC1,TPCA-1,TPCA1
GDSC1,TPCA-1,507475174
GDSC1,TPCA-1,54FLUOROPHENYL2UREIDOTHIOPHENE3CARBOXAMIDE
GDSC1,TPCA-1,IKK2INHIBITORIV
GDSC1,TPCA-1,2CARBAMOYLAMINO54FLUOROPHENYLTHIOPHENE3CARBOXAMIDE
GDSC1,TPCA-1,5PFLUOROPHENYL2UREIDOTHIOPHENE3CARBOXAMIDE
GDSC1,TPCA-1,CHEMBL257167
GDSC1,TPCA-1,9M632G86CC
GDSC1,TPCA-1,2AMINOCARBONYLAMINO54FLUOROPHENYL3THIOPHENECARBOXAMIDE
GDSC1,TPCA-1,3QFV
GDSC1,TPCA-1,NM7
GDSC1,TPCA-1,MFCD09037541
GDSC1,TPCA-1,GW683965
GDSC1,TPCA-1,MLS006011211
GDSC1,TPCA-1,SCHEMBL717369
GDSC1,TPCA-1,UNII9M632G86CC
GDSC1,TPCA-1,GTPL5986
GDSC1,TPCA-1,CHEBI91403
GDSC1,TPCA-1,DTXSID50432635
GDSC1,TPCA-1,SAYGKHKXGCPTLXUHFFFAOYSAN
GDSC1,TPCA-1,HMS3229I12
GDSC1,TPCA-1,HMS3269B09
GDSC1,TPCA-1,HMS3295G17
GDSC1,TPCA-1,HMS3411K20
GDSC1,TPCA-1,HMS3651H15
GDSC1,TPCA-1,HMS3675K20
GDSC1,TPCA-1,HMS3742G15
GDSC1,TPCA-1,BCP05956
GDSC1,TPCA-1,EXA1043
GDSC1,TPCA-1,BDBM50230828
GDSC1,TPCA-1,S2824
GDSC1,TPCA-1,AKOS016007076
GDSC1,TPCA-1,CCG206853
GDSC1,TPCA-1,SB19540
GDSC1,TPCA-1,TPCA195HPLC
GDSC1,TPCA-1,NCGC0016777301
GDSC1,TPCA-1,NCGC0016777303
GDSC1,TPCA-1,AC32885
GDSC1,TPCA-1,AS68375
GDSC1,TPCA-1,HY10074
GDSC1,TPCA-1,SMR001834876
GDSC1,TPCA-1,FT0715683
GDSC1,TPCA-1,SW2182462
GDSC1,TPCA-1,F30163
GDSC1,TPCA-1,A871465
GDSC1,TPCA-1,BRDK51575138001017
GDSC1,TPCA-1,Q27078038
GDSC1,TPCA-1,54FLUOROPHENYL2UREIDOTHIOPHENE3CARBOXYLICACIDAMIDE
GDSC1,TPCA-1,54LUOROPHENYL2UREIDOTHIOPHENE3CARBOXYLICACIDAMIDE
GDSC1,TPCA-1,3THIOPHENECARBOXAMIDE2AMINOCARBONYLAMINO54FLUOROPHENYL
GDSC1,Fedratinib,FEDRATINIB
GDSC1,Fedratinib,936091268
GDSC1,Fedratinib,TG101348
GDSC1,Fedratinib,SAR302503
GDSC1,Fedratinib,NTERTBUTYL35METHYL242PYRROLIDIN1YLETHOXYPHENYLAMINOPYRIMIDIN4YLAMINOBENZENESULFONAMIDE
GDSC1,Fedratinib,INREBIC
GDSC1,Fedratinib,FEDRATINIBSAR302503TG101348
GDSC1,Fedratinib,UNII6L1XP550I6
GDSC1,Fedratinib,N11DIMETHYLETHYL35METHYL2421PYRROLIDINYLETHOXYPHENYLAMINO4PYRIMIDINYLAMINOBENZENESULFONAMIDE
GDSC1,Fedratinib,6L1XP550I6
GDSC1,Fedratinib,CHEMBL1287853
GDSC1,Fedratinib,DTXSID90239483
GDSC1,Fedratinib,936091268FREEBASE
GDSC1,Fedratinib,BENZENESULFONAMIDEN11DIMETHYLETHYL35METHYL2421PYRROLIDINYLETHOXYPHENYLAMINO4PYRIMIDINYLAMINO
GDSC1,Fedratinib,NTERTBUTYL35METHYL242PYRROLIDIN1YLETHOXYANILINOPYRIMIDIN4YLAMINOBENZENESULFONAMIDE
GDSC1,Fedratinib,FEDRATINIBUSAN
GDSC1,Fedratinib,FEDRATINIBUSANINN
GDSC1,Fedratinib,TG101348SAR302503
GDSC1,Fedratinib,FEDRATINIBUM
GDSC1,Fedratinib,2TA
GDSC1,Fedratinib,FEDRATINIBMI
GDSC1,Fedratinib,FEDRATINIBINN
GDSC1,Fedratinib,TG101348FEDRATINIB
GDSC1,Fedratinib,FEDRATINIBWHODD
GDSC1,Fedratinib,FEDRATINIBTG101348
GDSC1,Fedratinib,MLS006011155
GDSC1,Fedratinib,SCHEMBL263741
GDSC1,Fedratinib,GTPL5716
GDSC1,Fedratinib,CHEBI91408
GDSC1,Fedratinib,DTXCID10161974
GDSC1,Fedratinib,EXA170
GDSC1,Fedratinib,L01XE57
GDSC1,Fedratinib,HMS3295I03
GDSC1,Fedratinib,HMS3656L19
GDSC1,Fedratinib,HMS3744G17
GDSC1,Fedratinib,HMS3868L03
GDSC1,Fedratinib,BCP02300
GDSC1,Fedratinib,BDBM50332294
GDSC1,Fedratinib,MFCD12922515
GDSC1,Fedratinib,NSC767600
GDSC1,Fedratinib,NSC800099
GDSC1,Fedratinib,S2736
GDSC1,Fedratinib,AKOS015842621
GDSC1,Fedratinib,CCG264990
GDSC1,Fedratinib,CS0052
GDSC1,Fedratinib,DB12500
GDSC1,Fedratinib,EX5961
GDSC1,Fedratinib,SB14604
GDSC1,Fedratinib,NCGC0024425201
GDSC1,Fedratinib,NCGC0024425207
GDSC1,Fedratinib,AC30260
GDSC1,Fedratinib,AS16248
GDSC1,Fedratinib,HY10409
GDSC1,Fedratinib,SMR004702929
GDSC1,Fedratinib,FT0705969
GDSC1,Fedratinib,FT0763396
GDSC1,Fedratinib,FT0766818
GDSC1,Fedratinib,SW2181872
GDSC1,Fedratinib,A25534
GDSC1,Fedratinib,D10630
GDSC1,Fedratinib,F17372
GDSC1,Fedratinib,J523769
GDSC1,Fedratinib,Q7670147
GDSC1,Fedratinib,BRDK12502280001015
GDSC1,Fedratinib,Z2037280076
GDSC1,Fedratinib,NTERTBUTYL35METHYL242PYRROLIDIN1YLETHOXYPHENYLAMINOPYRIMIDIN4YLAMINOBENZENE1SULFONAMIDE
GDSC1,Fedratinib,SAR302503NTERTBUTYL35METHYL242PYRROLIDIN1YLETHOXYPHENYLAMINOPYRIMIDIN4YLAMINOBENZENESULFONAMIDE
GDSC1,Foretinib,FORETINIB
GDSC1,Foretinib,849217647
GDSC1,Foretinib,GSK1363089
GDSC1,Foretinib,XL880
GDSC1,Foretinib,EXEL2880
GDSC1,Foretinib,FORETINIBGSK1363089
GDSC1,Foretinib,GSK089
GDSC1,Foretinib,FORETINIBXL880
GDSC1,Foretinib,GSK1363089G
GDSC1,Foretinib,81FH7VK1C4
GDSC1,Foretinib,937176802
GDSC1,Foretinib,N3FLUORO46METHOXY734MORPHOLINYLPROPOXY4QUINOLINYLOXYPHENYLN4FLUOROPHENYL11CYCLOPROPANEDICARBOXAMIDE
GDSC1,Foretinib,88Z
GDSC1,Foretinib,N3FLUORO46METHOXY73MORPHOLIN4YLPROPOXYQUINOLIN4YLOXYPHENYLN4FLUOROPHENYLCYCLOPROPANE11DICARBOXAMIDE
GDSC1,Foretinib,N3FLUORO46METHYLOXY73MORPHOLIN4YLPROPYLOXYQUINOLIN4YLOXYPHENYLN4FLUOROPHENYLCYCLOPROPANE11DICARBOXAMIDE
GDSC1,Foretinib,XL880FORETINIB
GDSC1,Foretinib,FORETINIBINN
GDSC1,Foretinib,FORETINIBUSANINN
GDSC1,Foretinib,FORETINIBUSAN
GDSC1,Foretinib,FORETINIBWHODD
GDSC1,Foretinib,UNII81FH7VK1C4
GDSC1,Foretinib,MLS006010302
GDSC1,Foretinib,SCHEMBL371804
GDSC1,Foretinib,GTPL5679
GDSC1,Foretinib,CHEMBL1230609
GDSC1,Foretinib,CHEBI91418
GDSC1,Foretinib,DTXSID20918193
GDSC1,Foretinib,EXA050
GDSC1,Foretinib,CXQHYVUVSFXTMYUHFFFAOYSAN
GDSC1,Foretinib,BCPP000236
GDSC1,Foretinib,HMS3295K13
GDSC1,Foretinib,HMS3654G04
GDSC1,Foretinib,BCP02231
GDSC1,Foretinib,BDBM50399540
GDSC1,Foretinib,MFCD16038048
GDSC1,Foretinib,NSC755775
GDSC1,Foretinib,NSC800101
GDSC1,Foretinib,S1111
GDSC1,Foretinib,FORETINIBXL880GSK1363089
GDSC1,Foretinib,AKOS015904319
GDSC1,Foretinib,BCP9000675
GDSC1,Foretinib,CCG270292
GDSC1,Foretinib,CS0153
GDSC1,Foretinib,DB12307
GDSC1,Foretinib,PB27007
GDSC1,Foretinib,SB20469
GDSC1,Foretinib,FORETINIBGSK1363089XL880
GDSC1,Foretinib,NCGC0026310401
GDSC1,Foretinib,NCGC0026310410
GDSC1,Foretinib,AC25081
GDSC1,Foretinib,AS16268
GDSC1,Foretinib,HY10338
GDSC1,Foretinib,SMR003599144
GDSC1,Foretinib,SW2193901
GDSC1,Foretinib,A25642
GDSC1,Foretinib,D09618
GDSC1,Foretinib,J523004
GDSC1,Foretinib,Q5469311
GDSC1,Foretinib,BRDK03449891001011
GDSC1,Foretinib,11CYCLOPROPANEDICARBOXAMIDEN3FLUORO46METHOXY734MORPHOLINYLPROPOXY4QUINOLINYLOXYPHENYLN4FLUOROPHENYL
GDSC1,Foretinib,1N3FLUORO46METHOXY73MORPHOLIN4YLPROPOXYQUINOLIN4YLOXYPHENYL1N4FLUOROPHENYLCYCLOPROPANE11DICARBOXAMIDE
GDSC1,Foretinib,GSK1363089EXEL2880FORETINIBN3FLUORO46METHOXY734MORPHOLINYLPROPOXY4QUINOLINYLOXYPHENYLN4FLUOROPHENYL11CYCLOPROPANEDICARBOXAMIDEFORETINIB
GDSC1,Foretinib,N473MORPHOLINOPROPOXY6METHOXYQUINOLIN4YLOXY3FLUOROPHENYLN4FLUOROPHENYLCYCLOPROPANE11DICARBOXAMIDE
GDSC1,Y-39983,199433584
GDSC1,Y-39983,Y33075
GDSC1,Y-39983,Y39983
GDSC1,Y-39983,Y39983FREEBASE
GDSC1,Y-39983,BENZAMIDE41AMINOETHYLN1HPYRROLO23BPYRIDIN4YLR
GDSC1,Y-39983,00ALI1GAY2
GDSC1,Y-39983,CHEMBL571948
GDSC1,Y-39983,R41AMINOETHYLN1HPYRROLO23BPYRIDIN4YLBENZAMIDE
GDSC1,Y-39983,41R1AMINOETHYLN1HPYRROLO23BPYRIDIN4YLBENZAMIDE
GDSC1,Y-39983,UNII00ALI1GAY2
GDSC1,Y-39983,SCHEMBL226556
GDSC1,Y-39983,CHEBI91412
GDSC1,Y-39983,DTXSID50173718
GDSC1,Y-39983,ZHA43358
GDSC1,Y-39983,BDBM50319005
GDSC1,Y-39983,BENZAMIDE41R1AMINOETHYLN1HPYRROLO23BPYRIDIN4YL
GDSC1,Y-39983,NSC800973
GDSC1,Y-39983,AKOS030526699
GDSC1,Y-39983,CS0097
GDSC1,Y-39983,NCGC0034694401
GDSC1,Y-39983,NCGC0034694402
GDSC1,Y-39983,HY10067
GDSC1,Y-39983,MS23981
GDSC1,Y-39983,F82407
GDSC1,Y-39983,A910273
GDSC1,Y-39983,BRDK56751279001018
GDSC1,Y-39983,Q27163266
GDSC1,YM201636,371942697
GDSC1,YM201636,YM201636
GDSC1,YM201636,6AMINON344MORPHOLINYLPYRIDO3245FURO32DPYRIMIDIN2YLPHENYL3PYRIDINECARBOXAMIDE
GDSC1,YM201636,3PYRIDINECARBOXAMIDE6AMINON344MORPHOLINYLPYRIDO3245FURO32DPYRIMIDIN2YLPHENYL
GDSC1,YM201636,CHEMBL2178735
GDSC1,YM201636,6AMINON34MORPHOLINOPYRIDO3245FURO32DPYRIMIDIN2YLPHENYLNICOTINAMIDE
GDSC1,YM201636,6AMINON36MORPHOLIN4YL8OXA3510TRIAZATRICYCLO740027TRIDECA1927351012HEXAEN4YLPHENYLPYRIDINE3CARBOXAMIDE
GDSC1,YM201636,MLS006010997
GDSC1,YM201636,SCHEMBL258416
GDSC1,YM201636,CHEBI91382
GDSC1,YM201636,DTXSID90433303
GDSC1,YM201636,EXA037
GDSC1,YM201636,BCPP000006
GDSC1,YM201636,HMS3229J15
GDSC1,YM201636,HMS3295C07
GDSC1,YM201636,HMS3654F03
GDSC1,YM201636,AMY23718
GDSC1,YM201636,BCP01972
GDSC1,YM201636,BDBM50590928
GDSC1,YM201636,MFCD16038303
GDSC1,YM201636,S1219
GDSC1,YM201636,AKOS027250783
GDSC1,YM201636,CCG264866
GDSC1,YM201636,CS0592
GDSC1,YM201636,NCGC0034668301
GDSC1,YM201636,NCGC0034668309
GDSC1,YM201636,6AMINON34MORPHOLIN4YLPYRIDO23FURO24BPYRIMIDIN2YLPHENYLPYRIDINE3CARBOXAMIDE
GDSC1,YM201636,AS16693
GDSC1,YM201636,HY13228
GDSC1,YM201636,SMR004702795
GDSC1,YM201636,FT0756177
GDSC1,YM201636,SW2181292
GDSC1,YM201636,YM201636ISKNOWNASAPIKFYVEINHIBITOR
GDSC1,YM201636,A19418
GDSC1,YM201636,J518249
GDSC1,YM201636,BRDK48488978001012
GDSC1,YM201636,Q27163245
GDSC1,YM201636,YM201636CAS371942697
GDSC1,YM201636,6AMINON344MORPHOLINYL2PYRIDO23FURO24BPYRIMIDINYLPHENYL3PYRIDINECARBOXAMIDE
GDSC1,YM201636,6AMINON344MORPHOLINYLPYRIDO3245FURO32DPYRIMIDIN2YLPHENYL3PYRIDINECARBOXAMIDEYM201636
GDSC1,YM201636,6AMINON34MORPHOLIN4YLPYRIDO3245FURO32DPYRIMIDIN2YLPHENYLPYRIDINE3CARBOXAMIDE
GDSC1,Tivozanib,TIVOZANIB
GDSC1,Tivozanib,475108180
GDSC1,Tivozanib,AV951
GDSC1,Tivozanib,TIVOZANIBAV951
GDSC1,Tivozanib,KRN951
GDSC1,Tivozanib,12CHLORO467DIMETHOXYQUINOLIN4YLOXYPHENYL35METHYLISOXAZOL3YLUREA
GDSC1,Tivozanib,KIL8951
GDSC1,Tivozanib,N2CHLORO467DIMETHOXY4QUINOLYLOXYPHENYLN5METHYL3ISOXAZOLYLUREA
GDSC1,Tivozanib,AV951CPD
GDSC1,Tivozanib,UNII172030934T
GDSC1,Tivozanib,CHEMBL1289494
GDSC1,Tivozanib,AV951KRN951
GDSC1,Tivozanib,VEGFRTYROSINEKINASEINHIBITORIV
GDSC1,Tivozanib,172030934T
GDSC1,Tivozanib,12CHLORO467DIMETHOXYQUINOLIN4YLOXYPHENYL35METHYL12OXAZOL3YLUREA
GDSC1,Tivozanib,UREAN2CHLORO467DIMETHOXY4QUINOLINYLOXYPHENYLN5METHYL3ISOXAZOLYL
GDSC1,Tivozanib,N2CHLORO467DIMETHOXYQUINOLIN4YLOXYPHENYLN5METHYLISOXAZOL3YLUREA
GDSC1,Tivozanib,TIVOZANIBUSAN
GDSC1,Tivozanib,ASP4130
GDSC1,Tivozanib,TIVOZANIBUSANINN
GDSC1,Tivozanib,TIVOZANIBUM
GDSC1,Tivozanib,C22H19CLN4O5
GDSC1,Tivozanib,4ASE
GDSC1,Tivozanib,AV9
GDSC1,Tivozanib,AV951TIVOZANIB
GDSC1,Tivozanib,TIVOZANIBINN
GDSC1,Tivozanib,TIVOZANIBWHODD
GDSC1,Tivozanib,MLS006011287
GDSC1,Tivozanib,SCHEMBL172883
GDSC1,Tivozanib,GTPL6058
GDSC1,Tivozanib,CHEBI91327
GDSC1,Tivozanib,DTXSID20963865
GDSC1,Tivozanib,EXA472
GDSC1,Tivozanib,L01XE34
GDSC1,Tivozanib,SPMVMDHWKHCIDTUHFFFAOYSAN
GDSC1,Tivozanib,HMS3229O09
GDSC1,Tivozanib,HMS3244C19
GDSC1,Tivozanib,HMS3244C20
GDSC1,Tivozanib,HMS3244D19
GDSC1,Tivozanib,HMS3265A11
GDSC1,Tivozanib,HMS3265A12
GDSC1,Tivozanib,HMS3265B11
GDSC1,Tivozanib,HMS3265B12
GDSC1,Tivozanib,HMS3654G22
GDSC1,Tivozanib,HMS3745C05
GDSC1,Tivozanib,AMY39975
GDSC1,Tivozanib,BCP01980
GDSC1,Tivozanib,BDBM50331095
GDSC1,Tivozanib,MFCD15146788
GDSC1,Tivozanib,NSC758007
GDSC1,Tivozanib,NSC800952
GDSC1,Tivozanib,S1207
GDSC1,Tivozanib,AKOS022177607
GDSC1,Tivozanib,AV951KRN951TIVOZANIB
GDSC1,Tivozanib,BCP9000343
GDSC1,Tivozanib,CCG206805
GDSC1,Tivozanib,CS0103
GDSC1,Tivozanib,DB11800
GDSC1,Tivozanib,EX8600
GDSC1,Tivozanib,PB28569
GDSC1,Tivozanib,NCGC0024939001
GDSC1,Tivozanib,NCGC0024939005
